# CONCEPTICON
# Created by: QLC Research Group
# Created on: 2014-05-08 10:17

OMEGAWIKI	SEEALSO	GLOSS	ALIAS	DEFINITION	POS	WOLD
719675	-	SHAME	-	The consciousness or awareness of dishonor, disgrace, or condemnation.	Noun	16.45
374731	-	SHARE	-	To give part of what one has to somebody else to use or consume.	Verb	11.91
481253	-	SHARK	-	A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.	Noun	3.661
5987	-	SHARP	-	Having the ability to cut easily.	Adjective	15.78
7667	-	SHE	-	A female other; the female previously mentioned. 3rd person singular feminine subject pronoun.	Function word	2.932
1510945	-	SHEARS	-	A tool consisting of two blades with bevel edges, connected by a pivot, used for cutting cloth, or for removing the fleece from sheep etc	Noun	9.24
5819	-	SHEEP	-	A common, four-legged animal (Ovis) that is commonly kept by humans for its wool.	Noun	3.25
340859	-	SHELF	-	A flat, rigid, rectangular structure, fixed at right angles to a wall, and used to support, store or display objects.	Noun	7.47
161542	-	SHELL	-	Coquille vide qui contenait un mollusque.	Noun	3.655
456348	-	SHIELD	-	A large plate made of metal or wood, held in the left hand during melee combat to protect the body from incoming attacks.	Noun	20.34
335797	-	SHINE	-	To emit light.	Verb	15.56
3403	849230	SHIP	-	A vessel propelled by engines or sails for navigating on the water, especially a large vessel that can not be carried aboard another, as distinguished from a boat.	Noun	10.81
6654	-	SHIRT	-	An article of clothing that is worn on the upper part of the body, and often has sleeves, either long or short, that cover the arms.	Noun	6.44
332137	-	SHIT	-	To excrete feces from one&#039;s body through the anus.	Verb	4.66
1106980	-	SHIVER	-	To shake nervously, as if from fear.	Verb	4.68
5948	-	SHOE	-	A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthetic material. Shoes generally do not extend above the ankle, as opposed to boots, which do.	Noun	6.51
372056	-	SHOEMAKER	-	A person whose profession is making and repairing footwear.	Noun	6.54
522875	-	SHOOT	-	To kill a person or an animal with a shot from a firearm.	Verb	20.62
3409	-	SHOP	-	A place, especially a small building, for the retail sale of goods and services.	Noun	11.86
1201459	-	SHORE	-	The land along the edge of a body of water.	Noun	1.27
6746	-	SHORT	-	Small in length by comparison.	Adjective	12.59
6186	-	SHOULDER	-	One side of the top of the torso, where an arm attaches or joins.	Noun	4.3
1372842	-	SHOULDERBLADE	-	A large flat bone located at the back of each shoulder.	Noun	4.301
336249	6035	SHOUT	-	To utter a sudden and loud outcry.	Verb	18.13
8359	-	SHOVEL	-	A tool consisting of a stick (usually out of wood) and a bigger, slightly humped surface (usually out of metal), which is used to move material such as earth, snow, grain, etc. from one place to another.	Noun	8.24
446099	-	SHOW	-	To have somebody see something.	Verb	15.55
1508293	-	SHRIEK	-	To make a very high, loud sound.	Verb	18.18
6732	-	SIBLING	-	A person who has the same parents as another person.	Noun	2.456
1373556	-	SIBLING'S CHILD	-	The child of a sibling.	Noun	2.541
765010	617681	SIBLING-IN-LAW	-	The husband of one&#039;s sister.	Noun	2.6412
1510850	-	SICKLE	-	An implement, having a semicircular blade and short handle, used for cutting long grass and cereal crops in agriculture	Noun	8.33
333652	-	SIDE	-	One side of a leaf of a book or manuscript.	Noun	12.36
1160828	-	SIEVE	-	To separate by passing through a sieve or other straining device to separate out coarser elements.	Verb	5.47
673408	-	SILK	-	One of the finest textiles, obtained from cocoons of certain species of caterpillars; it is soft, very strong and absorbent and has a brilliant sheen.	Noun	6.25
3424	-	SILVER	-	A very ductile malleable brilliant greyish-white element with symbol Ar and atomic number 47 having the highest electrical and thermal conductivity of any metal.	Noun	9.65
5540	-	SING	-	To produce harmonious sounds with one&#039;s voice.	Verb	18.12
349629	474485	SINK	-	To fall or drop to a lower place or level.	Verb	10.33
389091	-	SINK	-	A bowl for washing hands, dishwashing or other purposes, often affixed to a wall.	Noun	23.51
465294	-	SIR	-	A polite form of address for a man.	Function word	19.9991
5544	-	SISTER	-	A female person who has the same parents as another person.	Noun	2.45
6022	-	SIT	-	To be in a position with the upper body upright and the legs resting.	Verb	12.13
7003	-	SIX	-	The cardinal number occurring after five and before seven, represented in Roman numerals as VI, in Arabic numerals as 6.	Function word	13.06
3430	-	SKIN	-	The tissue forming the outer covering of the vertebrate body: it consists of two layers, the outermost of which may be covered with hair, scales, feathers, etc. It is mainly protective and sensory in function.	Noun	4.12
1507419	-	SKIN	-	Strip or pull off the skin or hide of	Verb	9.29
6552	-	SKIRT	-	An article of clothing, usually worn by women and girls, that hangs from the waist and covers the lower part of the body.	Noun	6.46
6568	-	SKULL	-	The main bone of the head; the cranium.	Noun	4.202
1255367	-	SKUNK	-	A mammal of the family Mephitidae best known for its ability to secrete a liquid with a strong, foul-smelling odor.	Noun	3.99939
7039	-	SKY	-	The part of the earth&#039;s atmosphere and space outside it that is visible from earth&#039;s surface. During the day it is perceived as blue, and at night as black.	Noun	1.51
668359	-	SLAP	-	To strike on the cheek with the open hand.	Noun	9.99921
350300	-	SLAVE	-	A person who is owned and forced to work, usually without pay, by another.	Noun	19.42
1043216	-	SLED	-	A small sledge without runners intended for pleasure rides downslopes on snow.	Noun	10.79
1511010	-	SLEDGE	-	A low sled drawn by animals, typically on snow, ice or grass.	Noun	10.79
6519	-	SLEEP	-	To rest in a state of decreased consciousness and reduced metabolism.	Verb	4.61
1414327	-	SLEEVE	-	The part of a garment that covers the arm.	Noun	6.99908
5791	-	SLIDE	SLIP	To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.		Verb	10.42
1511106	-	SLING	-	An instrument for throwing stones or other missiles, consisting of a short strap with two strings fastened to its ends, or with a string fastened to one end and a light stick to the other.	Noun	20.23
355484	-	SLOVAK	-	A person of Slovak nationality.	Noun	2.99915
335287	-	SLOW	-	With low speed.	Adverb	14.22
5509	-	SMALL	-	Not large or big; small in size.	Adjective	12.56
1510989	-	SMEAR	-	To spread (a substance) across a surface by rubbing.	Verb	9.99936
6521	-	SMELL	-	To give off a smell that can be perceived by the nose.	Verb	15.21
6520	-	SMELL	-	To perceive the presence of molecules in the air by inhaling them through the nose.	Verb	15.22
6067	-	SMILE	-	To make an upwards movement of the sides of the mouth, that indicates happiness or satisfaction.	Verb	16.251
3451	-	SMOKE	-	An aerosol, consisting of visible particles and gases, produced by the incomplete burning of carbon-based materials, such as wood and fossil fuels.	Noun	1.83
6968	-	SMOKE	-	To inhale smoke from for example a cigarette or a cigar.	Verb	8.69
898998	-	SMOKED FOOD	-	To expose food to the smoke of wood fires in order to preserve it.	Noun	5.99918
5487	-	SMOOTH	-	Not rough; having a surface texture that lacks friction.	Adjective	15.77
638694	-	SNAIL	-	(Gastropoda) Ventral footed mollusk, including land snails, terrestrial pulmonate gastropod mollusks.	Noun	3.94
3388	-	SNAKE	-	Any reptile of the suborder Serpentes, typically having a scaly cylindrical limbless body, fused eyelids, and a jaw modified for swallowing large prey.	Noun	3.85
665334	-	SNEEZE	-	To expel air rapidly as a reflex, usually induced by an irritation in the nose.	Verb	4.54
1511046	-	SNIFF	-	To make a short, audible inhalation, through the nose, as if to smell something.	Verb	15.212
935932	-	SNORE	-	To make a noise during sleep by vibration of soft respiratory tissues (soft palate, base of the tongue and pharyngeal walls), particularly during inhalation.	Verb	4.612
3455	8047	SNOW	-	The most common form of frozen precipitation, usually flakes or starlike crystals, matted ice needles, or combinations, and often rime-coated.	Noun	1.76
1478056	-	SNOWSHOE	-	Footwear for walking over the snow.	Noun	6.98
3458	-	SOAP	-	A cleansing agent, manufactured in bars, granules, flakes, or liquid form, made from a mixture of the sodium salts of various fatty acids of natural oils and fats.	Noun	6.95
7843	-	SOCIALISM	-	Refers to a broad array of doctrines or political movements that envisage a socio-economic system in which property and the distribution of wealth are subject to social control.	Noun	19.99934
6327	-	SOCK	-	A knitted or woven covering for the foot, reaching no higher than just above the ankle.	Noun	6.49
7907	-	SOFT	-	A state of consistency allowing alterations of form with ease, no big force required, to bring things into something of this state (such as e.g. soaked loam or clay soil).	Adjective	15.75
5481	3494;161681	SOIL	-	The soft and loose material forming a great part of the Earth surface.	Noun	1.212
867170	6377	SOLDIER	-	A person who is actively engaged in battle, conflict or warfare.	Noun	20.17
5499	-	SOME	-	An unspecified quantity or number of.	Function word	13.181
6335	333730	SOMEONE	-	An unspecified person.	Function word	24.9991
6387	-	SOMETIMES	-	On certain occasions, or in certain circumstances, but not always.	Function word	14.33
6634	-	SON	-	One&#039;s male child.	Noun	2.41
454149	-	SON-IN-LAW	-	The husband of someone&#039;s daughter.		Noun	2.63;2.631
476597	-	SONG	-	A musical piece with lyrics (or &quot;words to sing&quot;); prose that one can sing.	Noun	23.64
3552	-	SONGBIRD	-	Any passerine bird of the suborder Oscines, having highly developed vocal organs and, in most, a music call.&#10;(Source: CED)	Noun	3.9994
335437	-	SOON	-	In a near future.	Function word	14.331
353553	-	SORCERER	-	A person who practices magic or sorcery.	Noun	22.43
1103925	-	SORE	-	An injured, infected, inflamed or diseased patch of skin.	Noun	4.85
1510873	-	SORGHUM	-	A cereal, Sorghum vulgare or Sorghum bicolor, the grains of which are used to make flour and as cattle feed.	Noun	8.911
349815	349830	SOUL	-	In philosophical or religious belief the immaterial and immortal part of a human being which lives on after death.	Noun	16.11
7469	-	SOUND	-	To produce a sound.	Noun	15.44
6390	-	SOUP	-	A cooked, liquid dish (made from meat or vegetables that are mixed with broth in a pot) that is often sold in tins.	Noun	5.64
838324	-	SOUR	-	Having an acid, sharp or tangy taste.	Adjective	15.38
6542	-	SOUTH	-	One of the four major compass points, specifically 180\xc2\xb0, directed toward the South Pole, and conventionally downwards on a map.	Noun	12.48
5871	-	SOW	-	An adult female pig.	Noun	3.34
341201	-	SOW	-	To scatter, disperse, or plant seeds.	Verb	8.31
909894	-	SOY SAUCE	-	Sauce made from soybeans (soya beans), roasted grain, water and salt and is used as flavoring mainly in Asian cuisine.	Noun	5.99903
525509	-	SPADE	-	Tool having a flat and sharp metal tip and a wooden handle used to break, dig and move the earth.	Noun	8.23
7965	-	SPAIN	-	Country in Western Europe.	Noun	19.99911
7891	-	SPARROW	-	A small song bird, in the family Passeridae.	Noun	3.99941
6656	-	SPEAK	TALK	To communicate by the use of sounds that are interpreted as language; to communicate verbally.		Verb	18.21
408915	-	SPEAR	-	Arme longue et droite en bois, termin\xc3\xa9e par un fer pointu, utilis\xc3\xa9e au moyen \xc3\xa2ge.	Noun	20.26
4834	-	SPEECH	-	An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose.&#10;(Source: RHW)	Noun	18.222
413739	-	SPELL	-	To say the letters that make up a word, one after the other.	Verb	18.9991
3588	-	SPIDER	-	Any predatory silk-producing arachnid of the order Araneae, having four pairs of legs and a rounded unsegmented body consisting of abdomen and cephalothorax.	Noun	3.818
456539	-	SPIDER WEB	-	A fine net of threads woven by a spider to catch insects	Noun	3.819
1240334	-	SPIN	-	Het maken van draden uit wol.	Verb	6.31
1505839	-	SPINDLE	-	A stick used in spinning fiber into thread.	Noun	6.32
348411	-	SPINE	-	The body part that consists of a row of vertebrae, that support the head and torso and that forms a canal for nerves.	Noun	4.191
1107036	-	SPIRIT	-	The undying essence of a human.	Noun	16.11
6051	-	SPIT	-	To forcefully evacuate saliva from the mouth.	Verb	4.56
1510997	-	SPLASH	-	The sound made by an object hitting a liquid.	Verb	10.352
706908	-	SPLEEN	-	A ductless vascular gland, located in the left upper abdomen near the stomach.	Noun	4.452
6048	-	SPLIT	-	To divide fully or partly along a more or less straight line.	Verb	9.27
5944	-	SPOON	-	An implement for eating or serving, a small bowl with a long straight handle.	Noun	5.37
3592	-	SPORT	-	The complex of individual or group activities pursued for exercise or pleasure, often taking a competitive form.	Noun	19.99935
157536	-	SPOUSE	-	A married person; A married woman or a married man.	Noun	2.99916
1083572	-	SPREAD OUT	-	To spread out or open from a closed or folded state.	Verb	9.34
3596	-	SPRING	-	A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.	Noun	1.37
6360	-	SPRING	-	Traditionally the first of the four seasons, the season of growth with an ever increasing amount of daytime.		Noun	1.9991;14.75
1399469	-	SPUR	-	A kind of small sharp bony or horny spike  pointing rearward, near the foot of certain male galliform birds.	Noun	9.99922
3599	-	SQUARE	-	An open area in a town, sometimes including the surrounding buildings.	Noun	12.78
6017	441998;441891	SQUEEZE	-	To apply pressure to something from two or more sides at once.	Verb	9.343
666598	-	SQUIRREL	-	A small or medium-sized rodent of the family Sciuridae.	Noun	3.869
6045	-	STAB	-	To pierce or to wound with a pointed tool or weapon, especially a knife or dagger.	Verb	9.223
3602	-	STABLE	-	A building or structure usually with stalls that is used to house and feed horses, cattle or other animals.	Noun	3.19
399816	-	STALLION	-	An uncastrated male horse.	Noun	3.42
8041	-	STAMMER	STUTTER	To have problems articulating the words, repeting sometimes some syllables.		Verb	18.211
6053	-	STAND	-	To be upright in an erect position, supported by the feet.	Verb	12.15
6041	-	STAR	-	A luminous celestial body that is made from gases (particularly hydrogen and helium) and forms the shape of a sphere.	Noun	1.54
481714	-	STATE	-	The condition in which someone or something is in.	Noun	17.99905
430779	-	STATUE	-	A three-dimension work of art, usually of a person or animal, usually created by sculpting, carving, moulding, or casting.	Noun	9.83
336072	-	STEAL	-	To take possession of property belonging to another without the consent of this owner; most typically when not observed, rather than by force.	Verb	21.51
539987	-	STEAM	-	The gas phase of water.	Noun	1.831
1511017	-	STEP	-	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.	Verb	10.99907
454205	-	STEPCHILD	-	The child of one&#039;s spouse and his or her previous partner.	Noun	2.99917
454184	-	STEPDAUGHTER	-	The daughter of one&#039;s spouse and his or her previous partner.	Noun	2.74
1480565	-	STEPFATHER	-	The husband of one&#039;s biological mother, other than one&#039;s biological father.	Noun	2.71
1480454	-	STEPMOTHER	-	The wife of one&#039;s biological father, other than one&#039;s biological mother.	Noun	2.72
454195	-	STEPSON	-	The son of one&#039;s spouse and his or her previous partner.	Noun	2.73
8401	-	STINGRAY	-	Any of various large, venomous rays, of the orders Rajiformes and Myliobatiformes, having a barbed, whiplike tail.	Noun	3.664
719375	-	STINGY	-	Excessively unwilling to spend.	Adjective	11.54
1089734	-	STINKING	-	Having a bad smell.	Adjective	15.26
334889	-	STIR	-	To stir two or more substances together.	Verb	5.49
1510550	-	STOCKING	-	A soft garment worn on the foot and lower leg, usually knit or woven, worn under shoes or other footwear.	Noun	6.49
352530	-	STOMACH	-	An organ in the body, involved in digestion of food.	Noun	4.46
3633	-	STONE	-	A general term for rock that is used in construction, either crushed for use as aggregate or cut into shaped blocks as dimension stone.	Noun	1.44
341452	-	STORE	-	An establishment, either physical or virtual, that sells goods or services to the public.	Noun	11.86
3635	-	STORM	-	An atmospheric disturbance involving perturbations of the prevailing pressure and wind fields on scales ranging from tornadoes to extratropical cyclones; also the associated weather and the like.&#10;(Source: MGH)	Noun	1.58
3637	358439	STOVE	-	A chamber within which a fuel-air mixture is burned to provide heat, the heat itself being radiated outward from the chamber; used for space heating, process-fluid heating, and steel blast furnaces.	Noun	7.32
5994	-	STRAIGHT	-	Not crooked or bent; having a constant direction throughout its length.	Adjective	12.73
346995	-	STRANGER	-	Someone who is not known.	Noun	19.55
1510919	-	STRAW	-	Dried stalks of a cereal plant.	Noun	8.99946
411075	436	STREAM	-	A small river or large creek; a body of moving water confined by banks.	Noun	1.36
5895	-	STREET	-	A paved part of road, usually in a village or a town.	Noun	23.395
1112610	-	STRENGTH	-	The quality of being strong.	Noun	4.99912
1425791	1425788	STRETCH	-	To lengthen by pulling.	Verb	9.32
1510934	-	STRIKE	-	To hit against something.	Verb	9.21
1510977	-	STRING	-	A long, thin and flexible structure made from threads twisted together.	Noun	9.99923
400958	-	STRING INSTRUMENT	-	A musical instrument on which sounds are produced by setting strings in vibration.	Noun	11.99905
345510	-	STRONG	-	Capable of producing great physical force.	Adjective	4.81
5975	353776	STUDENT	-	A person who studies a particular academic subject.	Noun	19.99936
8498	8494	STUDY	-	To follow a course of study; to be enrolled at an institute of learning.	Verb	17.242
8493	1001099;8495	STUDY	-	A detailed critical inspection.	Noun	17.99906
6322	-	STUPID	-	Lacking in intelligence.	Adjective	17.22
494229	-	STYLE	-	Mani\xc3\xa8re de cr\xc3\xa9er d\xe2\x80\x99un artiste permettant de le reconna\xc3\xaetre ou de caract\xc3\xa9riser son \xc5\x93uvre.	Noun	6.9991
1092173	-	SUBSTITUTE	-	To use in place of something else, with the same function.	Function word	13.99908
6027	-	SUCK	-	To draw in a substance by creating a practical vacuum in the mouth, and as a result a difference in pressure.	Verb	5.16
3664	-	SUGAR	-	A sweet crystalline or powdered substance, white when pure, consisting of sucrose obtained mainly from sugar cane and sugar beets and used in many foods, drinks, and medicines to improve their taste.	Noun	5.85
1319542	-	SUGAR BEET	-	A type of beet whose root contains a high concentration of sucrose.	Noun	8.99947
1310853	-	SUGAR CANE	-	A tropical grass of the genus Saccharum having stout, fibrous, jointed stalks, the sap of which is a source of sugar.	Noun	8.941
5848	-	SUMMER	-	Traditionally the second of the four seasons regarded as being from June 21 to September 20 (or just June, July and August) in the Northern Hemisphere and from December 21 to March 20 (or just December, January and February) in the Southern Hemisphere.	Noun	14.76
5850	-	SUN	-	The particular star at the centre of our solar system, from which the Earth gets light and heat.	Noun	1.52
6993	-	SUNDAY	-	The seventh day of the week in Europe and in systems using the ISO 8601 standard, or the first day of the week in the United States of America, the Sabbath for most Christians.	Noun	14.62
475957	476003;477046;717063	SUPPORT	-	To help, particularly financially.	Verb	9.99938
6444	-	SURPRISED	-	The feeling that something unexpected has happened.	Adjective	16.15
699169	-	SURRENDER	-	The act of surrendering to the enemy.	Verb	20.46
7724	1408367	SUSPECT	-	To imagine or suppose (something) to be true without evidence.	Verb	17.44
380335	-	SWALLOW	-	The reflex in the human body that makes something pass from the mouth to the pharynx and into the esophagus, with the shutting of the epiglottis.	Verb	5.181
5069	-	SWAMP	-	A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.	Noun	1.38
866158	866143;866155	SWEAR	-	To declare or affirm solemnly and formally as true.	Verb	21.24
1466959	-	SWEEP	-	To clean a surface with a broom.	Verb	9.37
336426	-	SWEET	-	Having the taste characteristic of sugar or honey.	Adjective	15.35
1336889	-	SWEET POTATO	-	A dicotyledonous plant of the family Convolvulaceae, having an edible tuberous root.	Noun	8.91
6454	-	SWELL	-	To grow larger in volume.	Verb	-
838114	-	SWELLING	-	Abnormal protuberance or localized enlargement.	Noun	4.853
6050	-	SWIM	-	To move through the water, without touching the bottom.	Verb	10.35
1082323	-	SWOLLEN	-	Characteristic of false pride.	Adjective	4.99902
6350	-	SWORD	-	A long-bladed weapon that has a handle (and sometimes a hilt) and is designed to stab, cut or slash.	Noun	20.27
7196	-	TABLE	-	A piece of furniture that generally consists of a hard, flat, horizontal surface, which is elevated and stabilised by 3 or more legs (usually 4).	Noun	7.44
1511154	-	TABLET	-	A pill; a small, easily swallowed portion of a substance.	Noun	23.22
5468	-	TAIL	-	The appendage of an animal that is attached to its posterior and near the anus.	Noun	4.18
374399	-	TAILOR	-	Someone who professionally manufactures clothing.	Noun	6.13
7077	7079	TAKE	-	To grasp with the hands.	Verb	11.13
335942	-	TALL	-	Having a vertical extent greater than the average; Having the upper end, tip, top, head, etc. a long way up; Having a great vertical extent (often greater than the horizontal extent); High.	Adjective	12.58
1510530	-	TAMALE	-	Mexican dish of cornmeal dough shell filled with various ingredients (e.g. chopped beef, pork, sweet filling) then steamed in corn husks.	Noun	5.99919
1501856	-	TAN	-	To treat skins and hides with tannic acid so as to convert them into leather.	Verb	7.67
1510404	-	TAPIR	-	Any one the species of large odd-toed ungulates of the family Tapiridae with a long prehensile upper lip.	Noun	3.99
3708	-	TAR	-	A viscous material composed of complex, high-molecular-weight, compounds derived from the distillation of petroleum or the destructive distillation of wood or coal.	Noun	8.99948
1510923	-	TARO	-	Colocasia esculenta, raised as a food primarily for its corm, which distantly resembles potato.	Noun	8.99949
1051228	-	TASTE	-	To try the flavor or quality of something.	Verb	15.31
1130256	-	TATTOO	-	A marking made by inserting ink into the layers of skin to change the pigment permanently for decorative or other reasons.	Noun	6.79
3714	-	TAX	-	An amount of money demanded by a government for its support or for specific facilities or services, most frequently levied upon income, property or sales.	Noun	11.69
5927	5926;7655	TEA	-	The drink made by infusing dried leaves or buds in hot water.	Noun	23.9
335855	-	TEACH	-	To pass on knowledge and skills.	Verb	17.25
445262	1162143	TEACHER	-	A person who passes on knowledge, especially one employed in a school.	Noun	17.27
704859	-	TEAR	-	A tug given with force in order to remove something.	Verb	9.28
6805	-	TEAR	-	A drop of liquid produced from the eyes by crying or irritation.	Noun	16.38
5945	-	TELEPHONE	-	An electronic device used for calling people.	Noun	23.12
7295	-	TELEVISION	-	A device for receiving television signals and displaying them in visual form.	Noun	23.11
701342	-	TELL	-	To talk about a story giving its details; to give a detailed account of.	Verb	18.221
388190	-	TEMPLE	-	A house of worship and spiritual activities.	Noun	22.13
6567	-	TEMPLES	-	The region of the skull on either side of the forehead.	Noun	4.201
6312	-	TEN	-	The cardinal number occurring after nine and before eleven, represented in Roman numerals as X, in Arabic numerals as 10, and in the hexadecimal system (base 16) as A.	Function word	13.1
502614	-	TENDON	-	Tissue that connects muscle to bone.	Noun	4.465
5770	-	TENT	-	A portable lodging (usually made from waterproof plastic, animal hide or canvas streched by poles) that is used for sheltering people and objects from the weather when camping or at festivals.	Noun	7.14
3747	-	TERMITES	-	A soft-bodied insect of the order Isoptera; individuals feed on cellulose and live in colonies with a caste system comprising three types of functional individuals: sterile workers and soldiers, and the reproductives.	Noun	3.834
348064	-	TESTICLES	-	The male sex gland that produces sperm and male hormones, found in some types of animals.	Noun	4.49
485242	-	THANK	-	To express gratitude or appreciation to someone.	Verb	18.99911
5587	-	THANK YOU!	-	[An interjection of gratitude or politeness, used in response to something done or given.]	Function word	16.99903
1149393	5489	THAT	-	Demonstrative pronoun (feminine, singular): the indicated thing is implied, since it is previously mentioned. Collocation: that of; to that of.	Function word	24.08
1506073	-	THATCH	-	Natural roofing material such as straw, reeds, leaves, etc.	Noun	7.52
1360510	1379890	THEN	-	Soon after this; following in chronological order.	Function word	24.99912
858309	5489	THERE	-	In a not completely determined place which is not here.	Function word	24.1
352331	-	THEY	-	The third person plural of the personal pronoun that designates more than one person or animal, thing or idea which have already been mentioned previously.		Function word	2.96;24.99913
5503	-	THICK	-	Relatively large distance from one surface to the opposite in its smallest solid dimension.	Adjective	12.63
515549	-	THIEF	-	Someone who takes property belonging to someone else with the intention of keeping it or selling it.	Noun	21.52
348189	-	THIGH	-	The area between the pelvis and buttocks and the knee.	Noun	4.351
5990	-	THIN	-	(Of a person or animal) Narrow in size, and usually indicating carrying little fat.	Adjective	12.65
339816	-	THING	-	That which is considered to exist as a separate entity, quality or concept.	Noun	11.18
6021	-	THINK	-	To actively and consciously use one&#039;s mental powers, usually to form ideas.	Verb	17.13
6309	-	THINK	-	To have as opinion, belief, or idea.	Verb	17.14
7979	-	THIRD	-	The ordinal form of the cardinal number three.	Function word	13.42
7017	-	THIRTY	-	The cardinal number occurring after twenty-nine and before thirty-one, represented in Roman numerals as XXX and in Arabic numerals as 30.	Function word	13.99906
5458	1370685	THIS	-	The indicated object, item, etc.	Function word	24.07
1243793	-	THORN	-	A sharp and hard structure that grows on a plant.	Noun	-
5459	-	THOU	-	The person addressed.	Function word	2.92
515580	-	THREAD	-	A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string.	Noun	6.38
539320	-	THREATEN	-	To put in danger.	Verb	18.44
156096	5424	THREE	-	The third natural number (3).	Function word	13.03
1527212	-	THREE TIMES	-	Three times.	Function word	13.44
1506115	-	THRESH	-	Separating the grain from the straw or husks by beating.	Verb	8.34
1451560	-	THRESHING-FLOOR	-	Dry flat area where the grain is separated from the straw or husks by beating.	Noun	8.35
5861	-	THROAT	-	The front part of the neck.	Noun	4.29
1172828	7432	THROUGH	-	From one side of an opening to the other.	Function word	24.05
6072	-	THROW	-	To cause (an object) to move rapidly through the air, with the force of the hand or arm.	Verb	10.25
7250	-	THUMB	-	The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.	Noun	4.342
509787	-	THUNDER	-	Sound produced by fast air expansion induced by a lightning.	Noun	1.56
6989	-	THURSDAY	-	The fourth day of the week in Europe and in systems using the ISO 8601 norm; the fifth day of the week in the United States of America.	Noun	14.66
633535	-	TICK	-	A small arachnid which lives on and sucks the blood of other animals including man.	Noun	3.835
3777	-	TIDE	-	The periodic rise and fall of the water resulting from gravitational interaction between the sun, moon and earth.	Noun	1.352
844574	6453	TIE	-	To establish connection between two or more things.	Verb	9.16
8437	-	TIGER	-	A large carnivorous animal (Panthera tigris) of the cat family indigenous to Asia.	Noun	3.99942
3779	-	TIME	-	The dimension of the physical universe which, at a given place, orders the sequence of events.	Noun	14.11
1511042	-	TIME	-	An instance or occurrence.	Noun	14.99906
3780	-	TIN	-	A metallic element with symbol Sn, occurring in cassiterite. It is a malleable silvery-white metal.	Noun	9.69
6493	-	TIN	-	A tin-plate canister, often cylindrical, for preserved foods such as fruit, meat, or fish.	Noun	23.54
1510953	-	TINPLATE	-	A thin sheet of steel coated with tin to prevent rusting; used to make cans etc.	Noun	9.69
7117	-	TIRED	-	In need of some rest or sleep, usually as a result of hard work or physical activity.	Adjective	4.91
982997	-	TO MIX	-	To mix together different elements.	Verb	5.49
402886	-	TO STRAIN	-	To separate or isolate components from one another with the help of a filter.	Verb	5.47
420209	3785	TOBACCO	-	Leaves of certain varieties of the tobacco plant, cultivated and harvested to make cigarettes, cigars, snuff, for smoking in pipes or for chewing.	Noun	8.68
5630	-	TODAY	-	On the current day or date.	Function word	14.47
5969	-	TOE	-	One of the extremities of the foot.	Noun	4.38
1244402	-	TOENAIL	-	The hard horny plate on top of each toe.	Noun	-
1444087	5916;6494	TOILET	-	A room equipped with a toilet for urinating and defecating.	Noun	23.52
5808	402658	TOMORROW	-	The day after the present day.	Function word	14.48
1505799	-	TONGS	-	A tool that consists of two movable bars joined at one end, used to pick up an object.	Noun	5.391
5440	-	TONGUE	-	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	Noun	4.26
5894	-	TOOL	-	A mechanical device intended to make a task easier.	Noun	9.422
5946	-	TOOTH	-	A hard, calcareous structure present in the mouth of many vertebrate animals, generally used for eating.	Noun	4.27
709258	-	TOP	-	Highest and most elevated point.	Noun	12.33
844734	-	TORCH	-	A stick with a flame on one end used as a light source.	Noun	7.45
332233	-	TORTILLA	-	A dish made with beaten eggs cooked in a frying pan without stirring, flipped over to cook on both sides, and sometimes filled or topped with cheese, chives or other foodstuffs.	Noun	5.99921
1510388	-	TOUCAN	-	A bird with a large colorful beak, living in the tropics and belonging to the family Ramphastidae.	Noun	3.598
8232	-	TOUCH	-	To be in physical contact with.	Verb	15.71
436437	-	TOWEL	-	Piece of absorbent fabric or paper used for drying or wiping.	Noun	6.82
6890	-	TOWER	-	Structure, usually taller than it is wide, often used as a lookout.	Noun	20.36
155151	-	TRACE	-	Vestige that a man or an animal leaves at a place where it has been.	Noun	15.99905
3812	506398	TRADE	-	The act or the business of buying and selling for money. Mercantile or commercial business in general or the buying and selling, or exchanging, of commodities, either by wholesale or retail within a country or between countries.&#10;(Source: WESTS)	Verb	11.83
1510981	-	TRAIL	-	A route for travel over land, especially a narrow, unpaved pathway for use by hikers, horseback riders, etc.	Noun	9.99924
3834	-	TRAIN	-	A self-propelled, connected group of vehicles moving on rails.	Noun	23.155
464297	-	TRAP	-	A device for catching and holding animals.	Noun	20.64
519501	-	TRAP	-	To catch in a trap, to immobilize.	Verb	20.65
